query_id,q_type,exec_n,exec_time
44,single_bgps,2,0.003486156463623047
44,single_bgps,3,0.003171682357788086
45,single_bgps,0,0.01806783676147461
45,single_bgps,1,0.017255067825317383
45,single_bgps,2,0.017139434814453125
45,single_bgps,3,0.01690959930419922
46,single_bgps,0,10.535730361938477
46,single_bgps,1,10.251089572906494
46,single_bgps,2,10.32404088973999
46,single_bgps,3,10.260532855987549
47,single_bgps,0,0.9185750484466553
47,single_bgps,1,0.8864247798919678
47,single_bgps,2,0.8932685852050781
47,single_bgps,3,0.9082224369049072
48,single_bgps,0,0.43335556983947754
48,single_bgps,1,0.42850375175476074
48,single_bgps,2,0.4313061237335205
48,single_bgps,3,0.43039393424987793
49,single_bgps,0,10.826943159103394
49,single_bgps,1,11.262511730194092
49,single_bgps,2,10.445587396621704
49,single_bgps,3,11.257904291152954
50,single_bgps,0,10.482776641845703
50,single_bgps,1,11.19584059715271
50,single_bgps,2,10.074229717254639
50,single_bgps,3,10.127985715866089
51,single_bgps,0,20.760196924209595
51,single_bgps,1,20.132155895233154
51,single_bgps,2,21.264893770217896
51,single_bgps,3,19.697980642318726
52,single_bgps,0,0.08264470100402832
52,single_bgps,1,0.07720589637756348
52,single_bgps,2,0.0749044418334961
52,single_bgps,3,0.07447099685668945
53,single_bgps,0,20.018446922302246
53,single_bgps,1,20.642914056777954
53,single_bgps,2,20.53162956237793
53,single_bgps,3,20.890197038650513
54,single_bgps,0,0.019404172897338867
54,single_bgps,1,0.0036211013793945312
54,single_bgps,2,0.002980470657348633
54,single_bgps,3,0.002870321273803711
55,single_bgps,0,0.021756887435913086
55,single_bgps,1,0.020943641662597656
55,single_bgps,2,0.02107715606689453
55,single_bgps,3,0.02102041244506836
56,single_bgps,0,0.17868256568908691
56,single_bgps,1,0.1783280372619629
56,single_bgps,2,0.1771683692932129
56,single_bgps,3,0.1783885955810547
57,single_bgps,0,0.03090977668762207
57,single_bgps,1,0.029165029525756836
57,single_bgps,2,0.028474092483520508
57,single_bgps,3,0.028512954711914062
58,single_bgps,0,0.12111425399780273
58,single_bgps,1,0.11956596374511719
58,single_bgps,2,0.12145233154296875
58,single_bgps,3,0.11958599090576172
59,single_bgps,0,0.03006768226623535
59,single_bgps,1,0.0283203125
59,single_bgps,2,0.029267311096191406
59,single_bgps,3,0.027772188186645508
60,single_bgps,0,0.01784229278564453
60,single_bgps,1,0.017435789108276367
60,single_bgps,2,0.017241477966308594
60,single_bgps,3,0.01694464683532715
61,single_bgps,0,0.8091790676116943
61,single_bgps,1,0.7956357002258301
61,single_bgps,2,0.8244609832763672
61,single_bgps,3,0.7935433387756348
62,single_bgps,0,0.013149499893188477
62,single_bgps,1,0.01401376724243164
62,single_bgps,2,0.011632680892944336
62,single_bgps,3,0.011038780212402344
63,single_bgps,0,19.982946395874023
63,single_bgps,1,20.340137243270874
63,single_bgps,2,19.90026354789734
63,single_bgps,3,20.059760808944702
64,single_bgps,0,0.641697883605957
64,single_bgps,1,0.6889743804931641
64,single_bgps,2,0.687471866607666
64,single_bgps,3,0.6926174163818359
65,single_bgps,0,19.952269315719604
65,single_bgps,1,20.6535005569458
65,single_bgps,2,20.478583335876465
65,single_bgps,3,20.131165742874146
66,single_bgps,0,0.044429779052734375
66,single_bgps,1,0.02690887451171875
66,single_bgps,2,0.026465892791748047
66,single_bgps,3,0.02672410011291504
67,single_bgps,0,0.0038301944732666016
67,single_bgps,1,0.002970457077026367
67,single_bgps,2,0.0030536651611328125
67,single_bgps,3,0.0025229454040527344
68,single_bgps,0,20.03605604171753
68,single_bgps,1,21.219684839248657
68,single_bgps,2,19.67630386352539
68,single_bgps,3,20.226324558258057
69,single_bgps,0,0.08827638626098633
69,single_bgps,1,0.07262539863586426
69,single_bgps,2,0.07226967811584473
69,single_bgps,3,0.07319283485412598
70,single_bgps,0,21.41307520866394
70,single_bgps,1,18.957704067230225
70,single_bgps,2,19.58266258239746
70,single_bgps,3,20.046716928482056
71,single_bgps,0,18.311643838882446
71,single_bgps,1,19.784412622451782
71,single_bgps,2,18.26518487930298
71,single_bgps,3,19.690464735031128
72,single_bgps,0,19.54949116706848
72,single_bgps,1,18.212288856506348
72,single_bgps,2,18.860174655914307
72,single_bgps,3,18.561336040496826
73,single_bgps,0,0.03585553169250488
73,single_bgps,1,0.00519251823425293
73,single_bgps,2,0.0047130584716796875
73,single_bgps,3,0.004878997802734375
74,single_bgps,0,19.39296793937683
74,single_bgps,1,17.331505060195923
74,single_bgps,2,19.205846309661865
74,single_bgps,3,18.387059926986694
75,single_bgps,0,0.036455631256103516
75,single_bgps,1,0.006361961364746094
75,single_bgps,2,0.0060176849365234375
75,single_bgps,3,0.006103515625
76,single_bgps,0,0.011805057525634766
76,single_bgps,1,0.011499881744384766
76,single_bgps,2,0.010925531387329102
76,single_bgps,3,0.011022806167602539
77,single_bgps,0,0.03395485877990723
77,single_bgps,1,0.03283429145812988
77,single_bgps,2,0.03277945518493652
77,single_bgps,3,0.03243446350097656
78,single_bgps,0,0.06663918495178223
78,single_bgps,1,0.06467914581298828
78,single_bgps,2,0.06601071357727051
78,single_bgps,3,0.06440997123718262
79,single_bgps,0,0.08934426307678223
79,single_bgps,1,0.08731198310852051
79,single_bgps,2,0.08795619010925293
79,single_bgps,3,0.08819890022277832
80,single_bgps,0,19.110697984695435
80,single_bgps,1,19.22414231300354
80,single_bgps,2,19.045013666152954
80,single_bgps,3,18.245047330856323
81,single_bgps,0,0.05476069450378418
81,single_bgps,1,0.024108171463012695
81,single_bgps,2,0.02414703369140625
81,single_bgps,3,0.024198293685913086
82,single_bgps,0,19.316659450531006
82,single_bgps,1,20.323169946670532
82,single_bgps,2,18.880748510360718
82,single_bgps,3,18.27713704109192
83,single_bgps,0,2.8385207653045654
83,single_bgps,1,2.7217793464660645
83,single_bgps,2,2.7958669662475586
83,single_bgps,3,3.0558860301971436
84,single_bgps,0,0.016704320907592773
84,single_bgps,1,0.010558366775512695
84,single_bgps,2,0.010071277618408203
84,single_bgps,3,0.010347843170166016
85,single_bgps,0,0.031645774841308594
85,single_bgps,1,0.03103494644165039
85,single_bgps,2,0.030555248260498047
85,single_bgps,3,0.030354022979736328
86,single_bgps,0,0.4229309558868408
86,single_bgps,1,0.41978955268859863
86,single_bgps,2,0.42069077491760254
86,single_bgps,3,0.42096495628356934
87,single_bgps,0,10.458133935928345
87,single_bgps,1,9.948185682296753
87,single_bgps,2,9.987308979034424
87,single_bgps,3,9.150453567504883
88,single_bgps,0,10.11726427078247
88,single_bgps,1,10.251643657684326
88,single_bgps,2,9.017828226089478
88,single_bgps,3,9.841696977615356
89,single_bgps,0,1.9527482986450195
89,single_bgps,1,2.108806848526001
89,single_bgps,2,1.8886146545410156
89,single_bgps,3,1.9922301769256592
90,single_bgps,0,0.007360219955444336
90,single_bgps,1,0.0033867359161376953
90,single_bgps,2,0.002955198287963867
90,single_bgps,3,0.0026166439056396484
91,single_bgps,0,18.770707607269287
91,single_bgps,1,18.17410111427307
91,single_bgps,2,18.440456867218018
91,single_bgps,3,18.19606590270996
92,single_bgps,0,0.039658546447753906
92,single_bgps,1,0.030209779739379883
92,single_bgps,2,0.029902935028076172
92,single_bgps,3,0.02963733673095703
93,single_bgps,0,2.0055623054504395
93,single_bgps,1,2.1304874420166016
93,single_bgps,2,2.0370192527770996
93,single_bgps,3,2.028446674346924
94,single_bgps,0,20.330771446228027
94,single_bgps,1,19.757370948791504
94,single_bgps,2,19.439258575439453
94,single_bgps,3,19.625139713287354
95,single_bgps,0,0.2908942699432373
95,single_bgps,1,0.23625850677490234
95,single_bgps,2,0.24323654174804688
95,single_bgps,3,0.2388145923614502
96,single_bgps,0,0.36403346061706543
96,single_bgps,1,0.35662388801574707
96,single_bgps,2,0.38089680671691895
96,single_bgps,3,0.34577322006225586
97,single_bgps,0,0.796105146408081
97,single_bgps,1,0.7861297130584717
97,single_bgps,2,0.7573204040527344
97,single_bgps,3,0.766596794128418
98,single_bgps,0,18.949315071105957
98,single_bgps,1,19.716134071350098
98,single_bgps,2,19.332075119018555
98,single_bgps,3,19.515871047973633
99,single_bgps,0,18.701335430145264
99,single_bgps,1,19.80685257911682
99,single_bgps,2,18.885046005249023
99,single_bgps,3,19.533779621124268
100,single_bgps,0,18.69144916534424
100,single_bgps,1,21.84028911590576
100,single_bgps,2,19.602956533432007
100,single_bgps,3,21.26297402381897
101,single_bgps,0,19.973634719848633
101,single_bgps,1,21.019428253173828
101,single_bgps,2,18.981202125549316
101,single_bgps,3,20.190889596939087
102,single_bgps,0,19.051680326461792
102,single_bgps,1,20.61231756210327
102,single_bgps,2,18.387954473495483
102,single_bgps,3,20.608999490737915
103,single_bgps,0,18.981042623519897
103,single_bgps,1,19.88712739944458
103,single_bgps,2,19.374544858932495
103,single_bgps,3,20.19361710548401
104,single_bgps,0,20.290218830108643
104,single_bgps,1,19.19659924507141
104,single_bgps,2,18.93464493751526
104,single_bgps,3,19.292439222335815
105,single_bgps,0,18.807981491088867
105,single_bgps,1,18.553305864334106
105,single_bgps,2,19.468144178390503
105,single_bgps,3,18.85339117050171
106,single_bgps,0,20.25376558303833
106,single_bgps,1,19.594974756240845
106,single_bgps,2,19.474803924560547
106,single_bgps,3,19.113131284713745
107,single_bgps,0,0.024184703826904297
107,single_bgps,1,0.004791975021362305
107,single_bgps,2,0.004030466079711914
107,single_bgps,3,0.003863811492919922
108,single_bgps,0,3.3721840381622314
108,single_bgps,1,3.519277334213257
108,single_bgps,2,3.4719176292419434
108,single_bgps,3,3.7618191242218018
109,single_bgps,0,19.584303617477417
109,single_bgps,1,20.266483545303345
109,single_bgps,2,19.481142282485962
109,single_bgps,3,19.88089156150818
110,single_bgps,0,0.02838873863220215
110,single_bgps,1,0.005871772766113281
110,single_bgps,2,0.005515336990356445
110,single_bgps,3,0.005280256271362305
111,single_bgps,0,0.005233287811279297
111,single_bgps,1,0.0047092437744140625
111,single_bgps,2,0.004723310470581055
111,single_bgps,3,0.004775524139404297
112,single_bgps,0,0.0064661502838134766
112,single_bgps,1,0.00567626953125
112,single_bgps,2,0.005768775939941406
112,single_bgps,3,0.00558161735534668
113,single_bgps,0,0.005715370178222656
113,single_bgps,1,0.005494594573974609
113,single_bgps,2,0.005512714385986328
113,single_bgps,3,0.005450725555419922
114,single_bgps,0,0.009289264678955078
114,single_bgps,1,0.009141683578491211
114,single_bgps,2,0.008992195129394531
114,single_bgps,3,0.015417814254760742
115,single_bgps,0,0.010094165802001953
115,single_bgps,1,0.008497953414916992
115,single_bgps,2,0.008685588836669922
115,single_bgps,3,0.008618354797363281
116,single_bgps,0,0.006918430328369141
116,single_bgps,1,0.0070192813873291016
116,single_bgps,2,0.0064165592193603516
116,single_bgps,3,0.0064542293548583984
117,single_bgps,0,0.0041806697845458984
117,single_bgps,1,0.003724336624145508
117,single_bgps,2,0.003602743148803711
117,single_bgps,3,0.003595590591430664
118,single_bgps,0,19.031368494033813
118,single_bgps,1,19.789546966552734
118,single_bgps,2,18.903146266937256
118,single_bgps,3,19.520954370498657
119,single_bgps,0,9.73902153968811
119,single_bgps,1,10.55830693244934
119,single_bgps,2,9.563256025314331
119,single_bgps,3,10.271698951721191
120,single_bgps,0,1.1041662693023682
120,single_bgps,1,1.0885608196258545
120,single_bgps,2,1.0603809356689453
120,single_bgps,3,1.0691142082214355
121,single_bgps,0,19.29181480407715
121,single_bgps,1,18.518654584884644
121,single_bgps,2,19.509257555007935
121,single_bgps,3,17.672030210494995
122,single_bgps,0,19.15052080154419
122,single_bgps,1,19.992063760757446
122,single_bgps,2,18.66885757446289
122,single_bgps,3,20.23013401031494
123,single_bgps,0,18.953660488128662
123,single_bgps,1,19.36599040031433
123,single_bgps,2,18.367063999176025
123,single_bgps,3,18.38231062889099
124,single_bgps,0,2.018949031829834
124,single_bgps,1,2.0006749629974365
124,single_bgps,2,1.9600300788879395
124,single_bgps,3,1.8651444911956787
125,single_bgps,0,13.398905992507935
125,single_bgps,1,14.115324974060059
125,single_bgps,2,13.657735347747803
125,single_bgps,3,14.044225454330444
126,single_bgps,0,0.051609039306640625
126,single_bgps,1,0.026871204376220703
126,single_bgps,2,0.026458740234375
126,single_bgps,3,0.026035785675048828
127,single_bgps,0,19.792592763900757
127,single_bgps,1,19.377745866775513
127,single_bgps,2,18.93986177444458
127,single_bgps,3,18.869367361068726
128,single_bgps,0,18.91313409805298
128,single_bgps,1,18.197221517562866
128,single_bgps,2,18.607872247695923
128,single_bgps,3,18.298048973083496
129,single_bgps,0,1.3040263652801514
129,single_bgps,1,1.2447619438171387
129,single_bgps,2,1.2529351711273193
129,single_bgps,3,1.30375075340271
130,single_bgps,0,9.959738492965698
130,single_bgps,1,9.80703330039978
130,single_bgps,2,9.376257181167603
130,single_bgps,3,9.488361597061157
131,single_bgps,0,0.019543886184692383
131,single_bgps,1,0.006997346878051758
131,single_bgps,2,0.006891012191772461
131,single_bgps,3,0.006252765655517578
132,single_bgps,0,0.018010377883911133
132,single_bgps,1,0.018697261810302734
132,single_bgps,2,0.01926732063293457
132,single_bgps,3,0.01935434341430664
133,single_bgps,0,10.066672801971436
133,single_bgps,1,9.525503396987915
133,single_bgps,2,9.847855806350708
133,single_bgps,3,9.287960767745972
134,single_bgps,0,0.02550196647644043
134,single_bgps,1,0.011707067489624023
134,single_bgps,2,0.011318206787109375
134,single_bgps,3,0.011088371276855469
135,single_bgps,0,8.693610429763794
135,single_bgps,1,9.125147819519043
135,single_bgps,2,8.488270044326782
135,single_bgps,3,9.072945833206177
136,single_bgps,0,2.8344805240631104
136,single_bgps,1,2.8568263053894043
136,single_bgps,2,2.8811135292053223
136,single_bgps,3,2.7216899394989014
137,single_bgps,0,0.008931159973144531
137,single_bgps,1,0.004121541976928711
137,single_bgps,2,0.0036067962646484375
137,single_bgps,3,0.0038890838623046875
138,single_bgps,0,0.007723808288574219
138,single_bgps,1,0.007551431655883789
138,single_bgps,2,0.008084535598754883
138,single_bgps,3,0.00785064697265625
139,single_bgps,0,0.9555356502532959
139,single_bgps,1,0.9560492038726807
139,single_bgps,2,0.9177982807159424
139,single_bgps,3,0.9375255107879639
140,single_bgps,0,1.4747874736785889
140,single_bgps,1,1.5286052227020264
140,single_bgps,2,1.418407917022705
140,single_bgps,3,1.4365200996398926
141,single_bgps,0,10.61531925201416
141,single_bgps,1,10.018437147140503
141,single_bgps,2,9.729120254516602
141,single_bgps,3,10.10828185081482
142,single_bgps,0,0.026141643524169922
142,single_bgps,1,0.012813091278076172
142,single_bgps,2,0.012295246124267578
142,single_bgps,3,0.011904716491699219
143,single_bgps,0,0.051274776458740234
143,single_bgps,1,0.05036664009094238
143,single_bgps,2,0.04965090751647949
143,single_bgps,3,0.049959659576416016
144,single_bgps,0,10.594283103942871
144,single_bgps,1,10.176462173461914
144,single_bgps,2,9.864965438842773
144,single_bgps,3,9.743169784545898
145,single_bgps,0,0.0641319751739502
145,single_bgps,1,0.0440061092376709
145,single_bgps,2,0.04371929168701172
145,single_bgps,3,0.04391956329345703
146,single_bgps,0,0.02436542510986328
146,single_bgps,1,0.02364063262939453
146,single_bgps,2,0.02338266372680664
146,single_bgps,3,0.025027990341186523
147,single_bgps,0,0.011620521545410156
147,single_bgps,1,0.01365208625793457
147,single_bgps,2,0.01060032844543457
147,single_bgps,3,0.010668277740478516
148,single_bgps,0,0.0051422119140625
148,single_bgps,1,0.00418543815612793
148,single_bgps,2,0.004667758941650391
148,single_bgps,3,0.004462003707885742
149,single_bgps,0,0.15300345420837402
149,single_bgps,1,0.1529860496520996
149,single_bgps,2,0.15169620513916016
149,single_bgps,3,0.15248870849609375
150,single_bgps,0,9.894107818603516
150,single_bgps,1,9.775219678878784
150,single_bgps,2,9.396222829818726
150,single_bgps,3,9.83247971534729
151,single_bgps,0,0.022322893142700195
151,single_bgps,1,0.004032611846923828
151,single_bgps,2,0.003509044647216797
151,single_bgps,3,0.003663778305053711
152,single_bgps,0,6.922361612319946
152,single_bgps,1,6.686413526535034
152,single_bgps,2,6.803287744522095
152,single_bgps,3,6.675582647323608
153,single_bgps,0,0.1524181365966797
153,single_bgps,1,0.14111089706420898
153,single_bgps,2,0.14130711555480957
153,single_bgps,3,0.14037513732910156
154,single_bgps,0,0.06678032875061035
154,single_bgps,1,0.06490159034729004
154,single_bgps,2,0.06444287300109863
154,single_bgps,3,0.06617927551269531
155,single_bgps,0,0.00391387939453125
155,single_bgps,1,0.003284454345703125
155,single_bgps,2,0.003038167953491211
155,single_bgps,3,0.0027608871459960938
156,single_bgps,0,0.003265857696533203
156,single_bgps,1,0.0028917789459228516
156,single_bgps,2,0.0028562545776367188
156,single_bgps,3,0.002783060073852539
157,single_bgps,0,0.0032155513763427734
157,single_bgps,1,0.003922700881958008
157,single_bgps,2,0.0037910938262939453
157,single_bgps,3,0.003769397735595703
158,single_bgps,0,0.003466367721557617
158,single_bgps,1,0.0032134056091308594
158,single_bgps,2,0.003571748733520508
158,single_bgps,3,0.0037674903869628906
159,single_bgps,0,0.006658792495727539
159,single_bgps,1,0.006011962890625
159,single_bgps,2,0.00464320182800293
159,single_bgps,3,0.004736900329589844
160,single_bgps,0,2.8225042819976807
160,single_bgps,1,2.992379903793335
160,single_bgps,2,2.924121856689453
160,single_bgps,3,3.0884459018707275
161,single_bgps,0,0.010433197021484375
161,single_bgps,1,0.006644487380981445
161,single_bgps,2,0.006355762481689453
161,single_bgps,3,0.006656169891357422
162,single_bgps,0,0.2777574062347412
162,single_bgps,1,0.2728416919708252
162,single_bgps,2,0.2732369899749756
162,single_bgps,3,0.27197265625
163,single_bgps,0,0.005710601806640625
163,single_bgps,1,0.005007266998291016
163,single_bgps,2,0.004690647125244141
163,single_bgps,3,0.0043299198150634766
164,single_bgps,0,5.276516914367676
164,single_bgps,1,5.072271108627319
164,single_bgps,2,4.981944561004639
164,single_bgps,3,4.8685503005981445
165,single_bgps,0,0.009273052215576172
165,single_bgps,1,0.0037720203399658203
165,single_bgps,2,0.003220796585083008
165,single_bgps,3,0.0030660629272460938
166,single_bgps,0,0.003595113754272461
166,single_bgps,1,0.0031456947326660156
166,single_bgps,2,0.002898693084716797
166,single_bgps,3,0.003032684326171875
167,single_bgps,0,0.0033235549926757812
167,single_bgps,1,0.0026934146881103516
167,single_bgps,2,0.0025451183319091797
167,single_bgps,3,0.0026988983154296875
168,single_bgps,0,0.4864177703857422
168,single_bgps,1,0.47768425941467285
168,single_bgps,2,0.4779245853424072
168,single_bgps,3,0.4813847541809082
169,single_bgps,0,1.5504796504974365
169,single_bgps,1,1.5054433345794678
169,single_bgps,2,1.5608365535736084
169,single_bgps,3,1.4557359218597412
170,single_bgps,0,0.005280494689941406
170,single_bgps,1,0.004289150238037109
170,single_bgps,2,0.003537893295288086
170,single_bgps,3,0.003653287887573242
171,single_bgps,0,10.120526313781738
171,single_bgps,1,9.966927289962769
171,single_bgps,2,9.697324514389038
171,single_bgps,3,10.042519330978394
172,single_bgps,0,1.540269136428833
172,single_bgps,1,1.525003433227539
172,single_bgps,2,1.5208733081817627
172,single_bgps,3,1.6195135116577148
173,single_bgps,0,0.015996932983398438
173,single_bgps,1,0.013312816619873047
173,single_bgps,2,0.012718677520751953
173,single_bgps,3,0.012402772903442383
174,single_bgps,0,0.5924460887908936
174,single_bgps,1,0.5949242115020752
174,single_bgps,2,0.5899136066436768
174,single_bgps,3,0.5978436470031738
175,single_bgps,0,10.777305126190186
175,single_bgps,1,9.737091064453125
175,single_bgps,2,10.727706670761108
175,single_bgps,3,9.679217338562012
176,single_bgps,0,9.804725170135498
176,single_bgps,1,10.151074647903442
176,single_bgps,2,10.036198616027832
176,single_bgps,3,10.39983081817627
177,single_bgps,0,9.51842975616455
177,single_bgps,1,9.470088243484497
177,single_bgps,2,9.54194712638855
177,single_bgps,3,9.731839179992676
178,single_bgps,0,0.015947818756103516
178,single_bgps,1,0.003796100616455078
178,single_bgps,2,0.003520488739013672
178,single_bgps,3,0.003468036651611328
179,single_bgps,0,0.08675360679626465
179,single_bgps,1,0.08557558059692383
179,single_bgps,2,0.08590984344482422
179,single_bgps,3,0.08635783195495605
180,single_bgps,0,7.76616096496582
180,single_bgps,1,7.093751668930054
180,single_bgps,2,7.362856149673462
180,single_bgps,3,7.50598931312561
181,single_bgps,0,6.6969780921936035
181,single_bgps,1,6.342586278915405
181,single_bgps,2,6.101296663284302
181,single_bgps,3,6.172579526901245
182,single_bgps,0,1.598646640777588
182,single_bgps,1,1.5530569553375244
182,single_bgps,2,1.5474770069122314
182,single_bgps,3,1.5603797435760498
183,single_bgps,0,0.006424903869628906
183,single_bgps,1,0.004160881042480469
183,single_bgps,2,0.003506183624267578
183,single_bgps,3,0.0033540725708007812
184,single_bgps,0,10.025102853775024
184,single_bgps,1,9.814493179321289
184,single_bgps,2,9.309187173843384
184,single_bgps,3,9.887155771255493
185,single_bgps,0,0.016261577606201172
185,single_bgps,1,0.003588438034057617
185,single_bgps,2,0.0030426979064941406
185,single_bgps,3,0.003014087677001953
