,query_id,exec_n,exec_time,results
0,P385,0,170.27945113182068,
1,P385,1,0.7014133930206299,
2,P385,2,0.6891522407531738,
3,P385,3,0.7006945610046387,
4,P268,0,103.97635960578918,
5,P268,1,0.30834031105041504,
6,P268,2,0.29653310775756836,
7,P268,3,0.2935781478881836,
8,P265,0,367.09080481529236,
9,P265,1,9.217851400375366,
10,P265,2,8.982011079788208,
11,P265,3,8.972394704818726,
12,P290,0,73.72566652297974,
13,P290,1,0.5772788524627686,
14,P290,2,0.5457029342651367,
15,P290,3,0.566227912902832,
16,P203,0,14.713562488555908,
17,P203,1,0.1404259204864502,
18,P203,2,0.12608957290649414,
19,P203,3,0.12527108192443848,
20,P187,0,32.79818606376648,
21,P187,1,9.114838600158691,
22,P187,2,9.248717546463013,
23,P187,3,9.174370765686035,
24,P297,0,0.7858397960662842,
25,P297,1,0.7505588531494141,
26,P297,2,0.7348406314849854,
27,P297,3,0.7695953845977783,
28,P387,0,166.7455759048462,
29,P387,1,15.75608229637146,
30,P387,2,15.68470025062561,
31,P387,3,15.776424169540405,
32,P382,0,0.8284554481506348,
33,P382,1,0.7993857860565186,
34,P382,2,0.7535843849182129,
35,P382,3,0.7922346591949463,
36,P279,0,0.32691240310668945,
37,P279,1,0.3002927303314209,
38,P279,2,0.3068675994873047,
39,P279,3,0.29538536071777344,
